Name	Have	Short name	Max rarity	Rarity	Level	Immortal	Equipment	Tier	In portal	Collections	Voyage rank	Gauntlet rank	Command core	Command min	Command max	Diplomacy core	Diplomacy min	Diplomacy max	Engineering core	Engineering min	Engineering max	Medicine core	Medicine min	Medicine max	Science core	Science min	Science max	Security core	Security min	Security max	Traits	Action name	Boosts	Amount	Initialize	Duration	Cooldown	Bonus Ability	Trigger	Uses per Battle	Handicap Type	Handicap Amount	Accuracy	Crit Bonus	Crit Rating	Evasion	Charge Phases
Honey Bare Jadzia	TRUE	J. Dax	5	2	100	0	0 1 2 3	4	TRUE	Our Man Bashir	153	305	0	0	0	506	37	82	617	170	410	0	0	0	940	229	546	0	0	0	["Hologram","Geologist","Romantic","Desperate","Trill","nonhuman","female","ds9","dax","crew_max_rarity_5"]	I'm Sorry Doctor	Accuracy	10	12	12	12				Evasion	2	500	75	180	275	
Mirror Jadzia Dax	TRUE	J. Dax	4	4	100	1	0 1 2 3	1	TRUE	Smoke and Mirrors	517	550	0	0	0	0	0	0	580	135	307	0	0	0	364	76	189	1111	158	315	["Trill","Terran Rebellion","Casual","Desperate","Romantic","Mirror Universe","nonhuman","female","organic","ds9","mirror","dax","crew_max_rarity_4"]	It's about time you came back	Evasion	5	8	10	12	+1000 to Crit Rating	None				800	215	150	425	After 5s +undefined to Crit Rating; After 12s +undefined to Crit Rating
Bell Riots Jadzia Dax	TRUE	J. Dax	5	1	10	0		7	TRUE		261	307	0	0	0	116	25	52	86	19	39	0	0	0	46	9	20	0	0	0	["Federation","Starfleet","Costumed","Desperate","Trill","nonhuman","female","organic","ds9","lieutenant","bridge_crew","dax","crew_max_rarity_5"]	We Have to Find My Friends	Evasion	8	8	10	12						475	200	170	390	
Alternate Future Jadzia Dax	TRUE	J. Dax	5	1	60	0		5	TRUE		233	491	0	0	0	122	21	64	264	49	139	0	0	0	401	51	128	0	0	0	["Federation","Starfleet","Exobiology","Astrophysicist","Trill","Pilot","nonhuman","female","organic","ds9","lieutenant_commander","bridge_crew","dax","crew_max_rarity_5"]	We're Losing Him!	Evasion	10	8	12	10						200	225	155	100	
Tourist Jadzia Dax	TRUE	J. Dax	3	3	100	1	0 1 2 3	1	TRUE	Rare Crew	802	803	605	97	233	398	62	174	0	0	0	0	0	0	244	33	114	0	0	0	["Federation","Starfleet","Trill","Casual","Romantic","nonhuman","female","organic","ds9","lieutenant","bridge_crew","dax","crew_max_rarity_3"]	Take It Easy	Evasion	6	8	4	10	Immediately deals 200% damage	Position				350	220	160	190	
Vice Admiral Dougherty	TRUE	Dougherty	4	4	100	1	0 1 2 3	9	TRUE	New Life and New Civilizations	575	571	915	142	301	357	118	240	0	0	0	0	0	0	0	0	0	698	95	237	["Human","Starfleet","Federation","Crafty","Desperate","Diplomat","male","organic","tng","dougherty","admiral","crew_max_rarity_4"]	The Prime Directive Doesn't Apply!	Evasion	7	6	10	12	+5000 to Crit Bonus	None				405	200	110	375	
Zora	TRUE	Zora	4	4	100	1	0 1 2 3	5	TRUE		482	548	0	0	0	1015	81	189	0	0	0	631	139	434	455	113	217	0	0	0	["Hologram","Costumed","Federation","Starfleet","Romantic","Communicator","female","artificial_life","zora","dsc","crew_max_rarity_4"]	I'm Sorry It's So Synthesized	Evasion	6	4	8	12	Immediately repairs Shields by 12%	None	3			280	100	123	200	
Ambassador Sarek	TRUE	Sarek	4	4	100	1	0 1 2 3	4	TRUE	Live Long and Prosper, New Life and New Civilizations	527	182	351	46	175	827	225	454	0	0	0	0	0	0	614	155	581	0	0	0	["Vulcan","Diplomat","Cultural Figure","Communicator","Federation","Telepath","Ambassador","nonhuman","male","organic","sarek","tng","commander","crew_max_rarity_4"]	Most Illogical	Evasion	9	6	10	10				Attack	2	240	320	40	455	
Sarek	TRUE	Sarek	4	4	100	1	0 1 2 3	3	TRUE	Live Long and Prosper, New Life and New Civilizations	519	484	681	94	235	921	198	400	0	0	0	0	0	0	392	78	234	0	0	0	["Vulcan","Diplomat","Cultural Figure","Communicator","Federation","Telepath","Ambassador","nonhuman","male","organic","sarek","dsc","crew_max_rarity_4"]	The Vulcan Hello	Attack	9	6	8	14						150	245	110	315	
Suus Mahna Sarek	TRUE	Sarek	5	1	80	0	0 1 3	6	TRUE	Live Long and Prosper, New Life and New Civilizations	303	194	0	0	0	386	79	171	0	0	0	0	0	0	168	34	79	574	147	337	["Vulcan","Diplomat","Desperate","Brutal","Cultural Figure","Communicator","Federation","Telepath","Ambassador","nonhuman","male","organic","sarek","dsc","crew_max_rarity_5"]	This Is My Mind	Evasion	7	10	8	12	Immediately deals 400% damage	None	2			475	255	170	250	
The Keeper	TRUE	The Keeper	5	4	100	0	0 1 2 3	6	TRUE		208	43	537	31	85	0	0	0	0	0	0	892	170	522	896	403	853	0	0	0	["Talosian","Crafty","Exobiology","Quantum Mechanics","Telepath","Explorer","Shapeshifter","Interrogator","nonhuman","male","tos","keeper","crew_max_rarity_5"]	A Curious Species	Evasion	8	4	10	16	+10000 to Crit Bonus	None				350		63	115	
Arandis	TRUE	Arandis	4	1	10	0		9	TRUE	To Boldly Go	701	820	60	12	25	77	16	33	0	0	0	0	0	0	0	0	0	0	0	0	["Resourceful","Inspiring","Communicator","Civilian","Romantic","Risian","female","nonhuman","organic","ds9","arandis","crew_max_rarity_4"]	Risa Will Be Waiting	Evasion	5	4	8	12	Immediately repairs Shields by 10%	None	3			405	50	33	440	After 6s Immediately repairs Shields by 15%; After 12s Immediately repairs Shields by 20%
The Bashirs	TRUE	Bashirs	5	4	100	0	0 1 2 3	6	TRUE		145	235	0	0	0	1220	294	516	0	0	0	608	47	96	814	200	405	0	0	0	["Human","Caregiver","Civilian","Criminal","male","female","organic","ds9","bashirs","crew_max_rarity_5"]	We're A Little Beyond Worrying	Evasion	9	4	6	12						150	75	40	457	
Lewis Zimmerman	TRUE	Zimmerman	4	4	100	1	0 1 2 3	5	TRUE	The Daystrom Award	548	470	0	0	0	0	0	0	911	181	369	444	58	124	608	171	362	0	0	0	["Starfleet","Federation","Human","Innovator","Desperate","Resourceful","male","organic","voy","zimmerman","crew_max_rarity_4"]	Retired? Not At All	Attack	6	6	12	12	Increase bonus boost by +4	Position				350	200	128	325	
CMO Pulaski	TRUE	Pulaski	3	3	100	1	0 1 2 3	4	TRUE	Do No Harm, Rare Crew	870	880	0	0	0	0	0	0	0	0	0	529	91	258	409	37	110	0	0	0	["Human","Starfleet","Federation","Physician","female","organic","tng","commander","pulaski","crew_max_rarity_3"]	Join the Crew	Accuracy	6	6	8	10				Attack	2	355		6	515	
Victorian Pulaski	TRUE	Pulaski	4	4	100	1	0 1 2 3	4	TRUE	Do No Harm	695	809	0	0	0	1134	52	125	0	0	0	706	157	366	0	0	0	0	0	0	["Human","Federation","Starfleet","Physician","Costumed","Crafty","female","organic","tng","commander","pulaski","crew_max_rarity_4"]	I Give You Credit	Evasion	6	12	10	18	Immediately repairs Hulls by 20%	None				600	315	127	290	
Captain Lucero	TRUE	Lucero	4	4	100	1	0 1 2 3	5	TRUE		441	500	760	122	266	405	90	183	0	0	0	0	0	0	995	194	366	0	0	0	["Human","Federation","Starfleet","Survivalist","Explorer","Resourceful","female","organic","dsc","lucero","crew_max_rarity_4"]	He's an Idiot	Accuracy	8	6	8	10	+5000 to Crit Bonus	None				525	200	110	390	
Commander Ellen Landry	TRUE	Landry	4	4	100	1	0 1 2 3	8	TRUE		597	220	614	78	269	0	0	0	0	0	0	0	0	0	403	64	125	696	292	769	["Human","Starfleet","Federation","Tactician","Brutal","Marksman","female","organic","dsc","landry","crew_max_rarity_4"]	Stick to Logic	Attack	8	6	4	8						650	345	220	300	
Agent Harris	TRUE	Harris	4	4	100	1	0 1 2 3	10	TRUE		649	184	742	182	392	457	210	420	0	0	0	0	0	0	0	0	0	354	128	300	["Human","Starfleet","Brutal","Undercover Operative","Resourceful","Section 31","male","organic","ent","harris","crew_max_rarity_4"]	Adjust Your Comfort Level	Accuracy	6	12	12	12	+1250 to Crit Rating	Cloak				500	270	71	275	
Groundskeeper Boothby	TRUE	Boothby	3	3	100	1	0 1 2 3	5	TRUE	Rare Crew	815	763	420	59	104	224	95	190	0	0	0	470	108	254	0	0	0	0	0	0	["Federation","Civilian","Human","Botanist","Communicator","Cultural Figure","male","organic","tng","boothby","crew_max_rarity_3"]	Young Man's Mistake	Evasion	5	8	10	12				Attack	1	605	30	210	200	
Klingon Dukat	TRUE	Dukat	3	3	100	1	0 1 2 3	1	TRUE	Chain of Command, Valor in Combat, Rare Crew	818	700	580	149	400	269	68	160	0	0	0	0	0	0	0	0	0	195	39	108	["Cardassian","Klingon","Brutal","Veteran","nonhuman","male","organic","ds9","captain","dukat","crew_max_rarity_3"]	Spoils of War	Attack	3	6	3	12	Immediately deals 400% damage	Cloak				600	295	45	340	
Dominion Dukat	TRUE	Dukat	4	4	100	1	0 1 2 3	7	TRUE	Chain of Command, Valor in Combat	670	559	646	138	278	718	172	374	0	0	0	0	0	0	0	0	0	356	52	135	["Cardassian","Dominion","Brutal","Desperate","Veteran","Cultural Figure","Villain","nonhuman","male","organic","ds9","dukat","crew_max_rarity_4"]	More Hands On	Accuracy	6	12	12	12	+20% to Attack Speed	Boarding				600	350		450	
Bajoran Dukat	TRUE	Dukat	4	4	100	1	0 1 2 3	4	TRUE	Chain of Command, Valor in Combat, To Boldly Go	681	263	587	235	585	903	228	460	0	0	0	0	0	0	0	0	0	0	0	0	["Cardassian","Bajoran","Brutal","Desperate","Veteran","Cultural Figure","Villain","Undercover Operative","Inspiring","Communicator","nonhuman","male","organic","ds9","dukat","crew_max_rarity_4"]	This Is My Destiny	Attack	6	10	8	10	Increase boarding damage by 30%	Boarding				580	375	52	550	
Breen Disguise Dukat	TRUE	Dukat	4	4	100	1	0 1 2 3	5	TRUE	Chain of Command, Valor in Combat, A Little Stroll	607	240	562	144	312	275	148	320	0	0	0	0	0	0	0	0	0	868	194	437	["Cardassian","Brutal","Desperate","Veteran","Cultural Figure","Villain","Undercover Operative","nonhuman","evsuit","male","organic","ds9","dukat","crew_max_rarity_4"]	This Isn't Funny	Attack	6	12	10	10	Shield regeneration +2000	Cloak				400	170	113	550	
First Maje Haron	TRUE	Haron	2	2	100	1	0 1 2 3	6	TRUE	Uncommon Crew	925	914	170	67	194	0	0	0	0	0	0	0	0	0	0	0	0	441	28	99	["Kazon","Villain","nonhuman","male","organic","voy","haron","crew_max_rarity_2"]	Relora Strength	Attack	2	0	10	10						170	105	36	170	After 4s +1 Attack (+2s Cooldown); After 10s +3 Attack (+4s Cooldown)
Dr. Pollard	TRUE	Pollard	5	5	100	0	0 1 2 3	3	TRUE	Valor in Combat, Do No Harm	144	389	1048	114	225	0	0	0	0	0	0	1524	206	489	612	116	217	0	0	0	["Physician","Starfleet","Federation","Veteran","Human","female","organic","dsc","pollard","crew_max_rarity_5"]	Call The Doctor!	Evasion	7	8	6	10	Shield regeneration +2000	None				300	200	100	240	
Gorn Captain	TRUE	Gorn	4	4	100	1	0 1 2 3	9	TRUE	Valor in Combat	764	325	462	157	540	0	0	0	0	0	0	0	0	0	0	0	0	764	256	488	["Brutal","Duelist","Gorn","Veteran","Desperate","male","organic","tos","captain","crew_max_rarity_4"]	Merciful and Quick	Attack	7	6	6	6						595	300	170	365	After 4s +1 Attack (+2s Cooldown); After 8s +2 Attack (+4s Cooldown)
Kurak	TRUE	Kurak	4	4	100	1	0 1 2 3	8	TRUE	The Daystrom Award	646	687	0	0	0	305	144	295	655	84	209	0	0	0	950	75	144	0	0	0	["Klingon","Innovator","Astrophysicist","Warp Theorist","nonhuman","female","organic","tng","kurak","crew_max_rarity_4"]	Enough Accusations	Accuracy	6	6	6	6						543		93	125	After 4s +1 Accuracy (+2s Cooldown); After 8s +2 Accuracy (+4s Cooldown)
Ruk	TRUE	Ruk	4	4	100	1	0 1 2 3	8	TRUE		538	658	0	0	0	0	0	0	712	93	284	0	0	0	397	84	181	994	117	247	["Android","Duelist","Cyberneticist","Hunter","male","tos","nonhuman","ruk","crew_max_rarity_4"]	Preternatural Hunt	Attack	6	8	6	12	Increase bonus boost by +2	Position				50	500	170	340	
Lieutenant Valeris	TRUE	Valeris	4	4	100	1	0 1 2 3	5	TRUE	Live Long and Prosper	642	47	251	154	339	0	0	0	0	0	0	0	0	0	449	194	496	672	233	622	["Vulcan","Saboteur","Starfleet","Federation","Resourceful","Telepath","nonhuman","female","organic","valeris","tos","lieutenant","crew_max_rarity_4"]	Conspirator	Accuracy	9	4	8	8			2			225	200	150	415	
Cadet First Class Locarno	TRUE	Locarno	5	1	80	0	1	9	TRUE		343	526	416	107	275	419	85	159	0	0	0	0	0	0	0	0	0	0	0	0	["Human","Federation","Starfleet","Maverick","Pilot","Crafty","Desperate","tng","male","nicholas_locarno","organic","crew_max_rarity_5"]	Everything I Said Was The Truth!	Evasion	10	4	12	8				Accuracy	2	390	150	175	690	
Lily Sloane	TRUE	Lily	4	3	10	0		8	TRUE	Spit and Bailing Wire	657	370	0	0	0	69	12	25	90	16	33	0	0	0	0	0	0	37	7	14	["Human","Civilian","Jury Rigger","Desperate","Communicator","Crafty","Resourceful","female","organic","tng","lily","crew_max_rarity_4"]	Broke Your Little Ships	Evasion	7	6	8	10	Immediately repairs Shields by 10%	None	3			600	380	15	450	
Satin Dress Lily Sloane	TRUE	Lily	5	2	10	0		7	TRUE	The Big Goodbye	184	100	0	0	0	114	25	52	49	9	21	0	0	0	0	0	0	90	20	39	["Human","Civilian","Undercover Operative","Desperate","Communicator","Crafty","Resourceful","female","organic","tng","lily","crew_max_rarity_5"]	You Never Quit	Attack	8	8	8	10				Shield Regeneration	800	575	380	245	225	
T'Kuvma	TRUE	T'Kuvma	5	5	100	0	0 1 2 3	7	TRUE		360	162	1260	271	646	0	0	0	0	0	0	0	0	0	0	0	0	1116	252	505	["Klingon","Brutal","Hero","Cultural Figure","Spiritual","male","organic","tkuvma","dsc","crew_max_rarity_5"]	Are You Worthy	Attack	9	10	5	12	Immediately deals 375% damage	None	2			475	260	133	575	
Kol of House Kor	TRUE	Kol	5	5	100	0	0 1 2 3	7	TRUE		164	179	1096	162	497	599	82	173	0	0	0	0	0	0	0	0	0	1321	238	492	["Klingon","Brutal","Duelist","Cultural Figure","Hunter","male","organic","kol","dsc","crew_max_rarity_5"]	I Accept Your Challenge	Accuracy	8	12	4	12	Immediately deals 400% damage	Cloak				375	75	58	300	
Q Junior	TRUE	Q	4	4	100	1	0 1 2 3	9	TRUE		719	760	1007	139	324	670	113	232	0	0	0	0	0	0	0	0	0	0	0	0	["Q Continuum","Brat","Civilian","Crafty","Resourceful","Scoundrel","nonhuman","male","voy","q_junior","organic","crew_max_rarity_4"]	When Are You Going To Do Something Interesting?	Attack	9	10	15	12			2			365	310	83	375	
Admiral Maxwell Forrest	TRUE	Forrest	5	5	100	0	0 1 2 3	5	TRUE	New Life and New Civilizations	66	147	1444	249	531	1152	171	353	499	116	269	0	0	0	0	0	0	0	0	0	["Human","Diplomat","Starfleet","Ambassador","male","organic","ent","forrest","admiral","crew_max_rarity_5"]	It's Time to Swim	Evasion	7	8	8	14	Immediately repairs Hulls by 25%	None				405	320	100	425	
Miss Q	TRUE	Q	4	4	100	1	0 1 2 3	6	TRUE		463	534	714	116	258	0	0	0	409	82	212	0	0	0	1016	174	341	0	0	0	["Astrophysicist","Astronomer","Romantic","Resourceful","Crafty","Q Continuum","nonhuman","female","voy","miss_q","crew_max_rarity_4"]	I'm Stuck Here With You Mortals	Attack	6	8	10	10	Immediately repairs Shields by 15%	None	2			200	200	235	390	
Commander Thelin	TRUE	Thelin	4	4	100	1	0 1 2 3	9	TRUE		585	494	683	115	275	0	0	0	0	0	0	0	0	0	971	108	245	258	155	339	["Andorian","Tactician","Explorer","Starfleet","Federation","nonhuman","male","organic","tas","first_officer","commander","bridge_crew","thelin","crew_max_rarity_4"]	Target Acquired	Accuracy	7	10	8	12	+20% to Attack Speed	None				500	145	70	475	
Admiral Ross	TRUE	Ross	4	4	100	1	0 1 2 3	8	TRUE	New Life and New Civilizations	579	513	704	116	292	983	121	251	0	0	0	0	0	0	0	0	0	238	135	290	["Federation","Starfleet","Human","Communicator","Diplomat","Cultural Figure","male","organic","ds9","admiral","ross","crew_max_rarity_4"]	You're Dismissed	Attack	7	6	5	8						580	250	130	240	After 4s +1 Attack (+0s Cooldown); After 8s +2 Attack (+2s Cooldown)
Anij	TRUE	Anij	4	4	100	1	0 1 2 3	10	TRUE		730	247	0	0	0	826	231	493	0	0	0	462	202	622	0	0	0	0	0	0	["Romantic","Civilian","Ba'ku","Caregiver","nonhuman","female","organic","tng","anij","crew_max_rarity_4"]	What's The Rush?	Evasion	7	5	8	10						525	190	145	365	
Advocate Kolos	TRUE	Kolos	4	4	100	1	0 1 2 3	7	TRUE	New Life and New Civilizations	552	615	405	49	139	860	212	419	0	0	0	0	0	0	781	67	169	0	0	0	["Klingon","Communicator","Diplomat","Interrogator","Investigator","Advocate","nonhuman","male","organic","ent","kolos","crew_max_rarity_4"]	Be Silent	Accuracy	7	12	10	14	+1000 to Crit Rating	None				575	120	100	400	
Orion Slaver	TRUE	Orion Slaver	4	4	100	1	0 1 2 3	10	TRUE		617	236	276	139	313	607	115	279	0	0	0	0	0	0	0	0	0	785	191	524	["Orion","Brutal","Duelist","Merchant","male","organic","ent","nonhuman","crew_max_rarity_4"]	Slaver Tactics	Attack	6	6	10	10	Increase boarding damage by 20%	Boarding				430	305	150	390	
Gilora Rejal	TRUE	Rejal	3	3	100	1	0 1 2 3	2	TRUE	Chain of Command, The Daystrom Award, Rare Crew	824	772	171	72	160	0	0	0	341	93	249	0	0	0	564	55	157	0	0	0	["Cardassian","High Command","Astrophysicist","Innovator","Romantic","nonhuman","female","organic","ds9","crew_max_rarity_3"]	No Time to Explain	Evasion	4	8	10	8	Shield regeneration +1000	None		Attack	2	490	740	90	25	
Doctor Selar	TRUE	Selar	3	3	100	1	0 1 2 3	2	TRUE	Live Long and Prosper, Do No Harm, Rare Crew	918	790	0	0	0	0	0	0	0	0	0	470	180	565	0	0	0	0	0	0	["Vulcan","Physician","Starfleet","Federation","Telepath","nonhuman","female","organic","selar","tng","lieutenant","crew_max_rarity_3"]	Treat the Symptoms	Accuracy	7	8	10	16	Shield regeneration +2000	None		Evasion	2	430	225	130	570	
Kurros	TRUE	Kurros	4	4	100	1	0 1 2 3	9	TRUE	The Daystrom Award	762	757	630	103	253	903	150	312	0	0	0	0	0	0	0	0	0	0	0	0	["Resourceful","Tactician","Communicator","Scoundrel","Thief","Prodigy","Innovator","nonhuman","male","organic","voy","kurros","crew_max_rarity_4"]	I Am The Solution.	Evasion	8	8	10	14						400	375	173	525	
Lt. Commander Data	TRUE	Data	2	2	100	1	0 1 2 3	4	TRUE	Uncommon Crew	895	917	0	0	0	0	0	0	442	26	70	0	0	0	200	66	180	184	12	32	["Android","Federation","Starfleet","Cyberneticist","Musician","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_2"]	Intriguing	Accuracy	2	0	10	10						520		50	225	After 4s +1 Accuracy; After 8s +3 Accuracy
Lt. Commander Data	TRUE	Data	2	1	1	0		4	TRUE	Uncommon Crew	895	917	0	0	0	0	0	0	37	6	13	0	0	0	36	5	10	15	2	7	["Android","Federation","Starfleet","Cyberneticist","Musician","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_2"]	Intriguing	Accuracy	2	0	10	10						520		50	225	After 4s +1 Accuracy; After 8s +3 Accuracy
Detective Data	TRUE	Data	5	2	100	0	0 1 2 3	7	TRUE		311	174	0	0	0	0	0	0	300	113	254	0	0	0	500	184	416	838	222	482	["Android","Federation","Starfleet","Cyberneticist","Costumed","Investigator","Musician","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_5"]	Cybernetic Interface	Attack	7	12	10	14	+20% to Attack Speed	None				1350	775	350	800	
Prospero Data	TRUE	Prospero	4	4	100	1	0 1 2 3	6	TRUE		609	681	290	136	297	1013	102	194	690	75	145	0	0	0	0	0	0	0	0	0	["Android","Federation","Starfleet","Cyberneticist","Costumed","Cultural Figure","Musician","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_4"]	Be Collected	Evasion	5	4	6	6							200	240	490	After 4s +2 Evasion (+2s Cooldown); After 8s +3 Evasion (+4s Cooldown)
Friar Tuck Data	TRUE	Friar Tuck	4	4	100	1	0 1 2 3	4	TRUE	Sherwood Forest	476	300	0	0	0	698	159	330	336	133	302	0	0	0	0	0	0	926	181	373	["Android","Federation","Starfleet","Counselor","Costumed","Cyberneticist","Cultural Figure","Duelist","Musician","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_4"]	Divine Protection	Accuracy	7	12	12	20	Immediately repairs Hulls by 10%	None				475	200	120	600	
Emotion Chip Data	TRUE	Data	5	1	100	0	0 1 2 3	7	TRUE		257	62	0	0	0	733	253	653	430	207	451	0	0	0	340	122	261	0	0	0	["Android","Starfleet","Federation","Cyberneticist","Resourceful","Musician","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_5"]	Humor, I love it!	Attack	7	6	8	12	Immediately repairs Shields by 10%	None	3			575	300	10	300	After 6s Immediately repairs Shields by 15%; After 12s Immediately repairs Shields by 20%
Romulan Data	TRUE	Data	5	3	100	0	0 1 2 3	6	TRUE	The Neutral Zone	263	375	0	0	0	776	160	315	1023	211	455	0	0	0	374	87	159	0	0	0	["Android","Starfleet","Federation","Cyberneticist","Undercover Operative","Musician","Romulan","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_5"]	No Regrets	Accuracy	7	6	8	14	+15000 to Crit Bonus	Cloak				500	150	40	300	
Mirror Data	TRUE	Data	5	5	100	0	0 1 2 3	6	TRUE	Smoke and Mirrors	224	454	0	0	0	0	0	0	1324	186	418	0	0	0	694	51	137	1122	164	336	["Mirror Universe","Android","Terran Empire","Starfleet","Resourceful","Saboteur","nonhuman","male","mirror","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_5"]	Explosive Decompression Achieved	Attack	8	10	10	12	+15000 to Crit Bonus	None				555	100	171	400	
Age of Sail Data	TRUE	Data	5	4	100	0	0 1 2 3	6	TRUE	Set Sail!	242	213	1175	210	504	538	144	275	783	143	307	0	0	0	0	0	0	0	0	0	["Android","Federation","Starfleet","Cyberneticist","Costumed","Explorer","Musician","ageofsail","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_5"]	Fun? Got it!	Evasion	8	8	5	11	Immediately deals 350% damage	Position				125	200	70	500	
Data V	TRUE	Data	5	2	100	0	0 1 2 3	6	TRUE	Holodeck Enthusiasts	217	337	0	0	0	376	87	159	936	222	457	0	0	0	687	160	347	0	0	0	["Android","Federation","Starfleet","Cyberneticist","Musician","Costumed","Royalty","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_5"]	He Appears But A Man	Evasion	7	6	6	6						590	200	60	265	After 4s +1 Evasion (+2s Cooldown); After 8s +2 Evasion (+4s Cooldown)
H.M.S. Pinafore Data	TRUE	Data	5	1	100	0	0 1 2 3	6	TRUE		223	333	660	114	279	0	0	0	960	196	512	0	0	0	249	111	224	0	0	0	["Android","Starfleet","Federation","Cyberneticist","Resourceful","Musician","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_5"]	A British Tar	Accuracy	8	12	10	14	+1000 to Crit Rating	None				300	200	100	325	
Scrooge Data	TRUE	Data	5	5	100	0	0 1 2 3	4	TRUE		78	258	1114	193	373	1457	298	382	0	0	0	0	0	0	589	82	195	0	0	0	["Android","Starfleet","Federation","Cyberneticist","Costumed","Cultural Figure","nonhuman","male","tng","lieutenant_commander","bridge_crew","artificial_life","data","crew_max_rarity_5"]	Humbug	Evasion	9	6	8	6						200	305	160	475	
Irina	TRUE	Irina	5	1	100	0	0 1 2 3	4	TRUE	Spit and Bailing Wire	55	69	154	198	425	0	0	0	1012	266	538	0	0	0	0	0	0	616	125	384	["Pilot","Crafty","Terrellian","Saboteur","Criminal","Tactician","Jury Rigger","nonhuman","female","voy","irina","crew_max_rarity_5"]	It Was Better When We Were Separate	Evasion	7	12	6	12	Immediately repairs Hulls by 25%	None	2			455	50	70	425	
